"año","nombreestablecimiento","zona","direccion","telefono","nombre_Rector","tipo_Establecimiento","sector","niveles","jornadas","especialidad","grados","numero_de_Sedes","estado","correo_Electronico"
"2,016","INST MILIT ANTONIO RICAURTE                                                                         ","URBANA","KR 8 47 52","2323249","JOSE FERNANDO CASASBUENAS CASTILLO","INSTITUCION EDUCATIVA",,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA","ACADÉMICA","1,2,3,4,5,6,7,8,9,10,11","1",,"imar_125@hotmail.com"
"2,016","LICEO MODERNO IMCREA","URBANA","KR 78 K 50 41",,"LUZ JEANNETE HOYOS URIBE","CENTRO EDUCATIVO",,"PREESCOLAR,BÁSICA PRIMARIA","COMPLETA",,"0,1,2,3,4,5","1",,
"2,016","JARD INF SAN GABRIEL ARCANGEL                                                                       ","URBANA","CR 40 NO. 106-13","6243871","JANNETTE MORENO SANDOVAL","CENTRO EDUCATIVO",,"PREESCOLAR","COMPLETA",,"-3","1",,"sangab@hotmail.com                                "
"2,016","CENT EDUC DIST CAFAM LA ESPERANZA","URBANA","CL 75 BIS SUR 79 51","7400914 / 7405947 /","LUZ BELLANID CORTES SIERRA","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA,ÚNICA,FIN DE SEMANA","ACADÉMICA","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26","1",,"collaesperanza7@redp.edu.co"
"2,016","LIC INTEGRAL VALENTINA                                                                              ","URBANA","DG 39 SUR 1 B 09 ESTE","3621108","MARGGE ALFONSO SUAREZ","CENTRO EDUCATIVO",,"PREESCOLAR,BÁSICA PRIMARIA","COMPLETA",,"-2,-1,0,1,2,3,4,5","1",,"liceovalentina@hotmail.com"
"2,016","I.E. JUVENTUD UNIDA FEMENINA ","URBANA","KR 28 78 44","3108442 -- 6302187 -- 2401596","MARIA TERESA PINTO DE SARMIENTO","INSTITUCION EDUCATIVA",,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA","ACADÉMICA","1,2,3,4,5,6,7,8,9,10,11","1",,"iejuventudunida@gmail.com"
"2,016","GIMNASIO ESPECIALIZADO LA CAMPIÑA DE SUBA","URBANA","CL 147 94 A 26","6857299","GLORIA YANETH CALERO MÁRQUEZ","CENTRO EDUCATIVO",,"PREESCOLAR,BÁSICA PRIMARIA","MAÑANA,COMPLETA",,"-2,-1,0,1,2,3,4,5","1",,"lospopochos@latinmail.com"
"2,016","GIMN FONTANA                                                                                        ","URBANA","CL 221 108 20","7420303","AMPARO TRIANA DE ZULETA","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA","ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","1",,"s.academica@gimnasiofontana.edu.co"
"2,016","LIC INF SALAMANCA                                                                                   ","URBANA","CLL. 21 NO.94-54","4154050 / 2989813                                 ","NOHEMY MORALES BLANCO","CENTRO EDUCATIVO",,"PREESCOLAR,BÁSICA PRIMARIA","MAÑANA,COMPLETA",,"-2,-1,0,1,2,3,4,5","1",,"liceosalamanca@hotmail.com                        "
"2,016","GIMN PSICOPEDAG PERSONALIZADO E INTEGRAL                                                            ","URBANA","KR 73 A 10 B 82","2923032 / 2647100 / 2649429                       ","MARTHA PATRICIA PEREZ HERRERA","CENTRO EDUCATIVO",,"BÁSICA PRIMARIA","COMPLETA",,"1,2,3,4,5","1",,"gimpsicopedagogico@gmail.com"
"2,016","GIMN CECIL REDDIE                                                                                   ","URBANA","TV 28 A 36 56","6055050 -- 2447742","CARLOS RAFAEL DURAN GOMEZ","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,COMPLETA","ACADÉMICA","-1,0,1,2,3,4,5,6,7,8,9,10,11","1",,"crdurang@gmail.com"
"2,016","COL EL GRAN BRITALIA                                                                                ","URBANA","CL 54 SUR 81 H 15","7847750","EDGAR MOTTA VARGAS","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA","COMERCIAL,ACADÉMICA","0,1,2,3,4,5,6,7,8,9,10,11","1",,"elcgb@latinmail.com                               "
"2,016","FUNDACIÓN DE EDUCACION EDUARDO ESCOVAR GONZALEZ  FUNDEEG  INSTITUTO DE BACHILLERATO POR CICLOS IBAC","URBANA","CL 146 A 94 D 19",,"SANCHEZ MEDINA OSCAR JULIAN ","CENTRO EDUCATIVO",,"MEDIA,BÁSICA SECUNDARIA","MAÑANA",,"23,24,25,26","1",,
"2,016","JARDIN INFANTIL EL SAPITO PITO","URBANA","KR 91 135 72","6815153 / 6815053                                 ","MERCEDES VIGOYA T","CENTRO EDUCATIVO",,"PREESCOLAR","MAÑANA",,"-3","1",,
"2,016","COLEGIO RUR QUIBA ALTA (IED)","RURAL","KM 24 VIA QUIBA","7782426","ANTONIO MARIA CASTILLO RUIZ","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,ÚNICA,TARDE","ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","2",,"escdiquibaalta19@redp.edu.co"
"2,016","INST TEC CIAL CERROS DE SUBA                                                                        ","URBANA","KR 100 A 139 53","6810171 /6811260","RAFAEL ANTONIO PEREZ LEAL","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA","COMERCIAL,ACADÉMICA","-1,0,1,2,3,4,5,6,7,8,9,10,11","1",,"Inst tec-cial-cerrosdeSuba@hotmail.com            "
"2,016","COL MARIO BENEDETTI                                                                                 ","URBANA","KR 112 136 35","6875217","LUISA FERNANDA AGUACIA ROJAS","CENTRO EDUCATIVO",,"PREESCOLAR","COMPLETA",,"-3","1",,"colegiobenedetti@hotmail.com"
"2,016","LIC COQUIBACOA                                                                                      ","URBANA","CL 33 SUR 44 47","2022981","CLAUDIA NIDIA GARZON AVILA","CENTRO EDUCATIVO",,"PREESCOLAR,BÁSICA PRIMARIA","COMPLETA",,"-1,0,1,2,3,4,5","1",,
"2,016","JARD INF EL PEQUEÑO INVESTIGADOR","URBANA","KR 116 B 80 A 69","4411286","MARIA EUGENIA PEREA PUENTES","CENTRO EDUCATIVO",,"PREESCOLAR","COMPLETA",,"-3","1",,"jardin_peque@hotmail.com -- jardinpereafuentes@hotmail.com"
"2,016","COL ALFONSO LOPEZ PUMAREJO                                                                          ","URBANA","KR 7 A ESTE 94 27 SUR","7730420 -- 7628429","ADRIANA CONSTANZA TRIANA LOPEZ","CENTRO EDUCATIVO",,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA",,"-1,0,1,2,3,4,5,6,7,8","1",,"colegioalfonsolopezpumarejo@hotmail.com"
"2,016","CENT EDUC DIST LA GIRALDA","URBANA","AC 1 3 60","3371094","VICTOR MANUEL NEIRA RODRIGUEZ","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA,ÚNICA","ACADÉMICA","0,1,2,3,4,5,6,7,8,9,10,11","1",,"info@alianzaeducativa.edu.co -- collagiraldatubosm3@redp.edu.co"
"2,016","COL INST INSCAP SEDE FERIAS                                                                         ","URBANA","AC 72 70 51","4366182 -- 4366183","MAGDALENA LEONOR CUBILLOS JIMENEZ","CENTRO EDUCATIVO",,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,NOCTURNA,FIN DE SEMANA","ACADÉMICA","21,22,23,24,25,26","1",,"magdisrive@hotmail.com"
"2,016","LICEO CULTURAL LUIS ENRIQUE OSORIO","URBANA","CL 67 SUR 87 P 16","7837537 / 7836221                                 ","EDGAR TORRES RAMIREZ","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA,TARDE","COMERCIAL","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","1",,"liceoleo@hotmail.com -- liceoleo1@gmail.com"
"2,016","JARDIN INFANTIL GENIOS DEL FUTURO","URBANA","CL 59 BIS SUR 45 D 51",,"VERGARA RODRIGUEZ MARIA ISABEL","CENTRO EDUCATIVO",,"PREESCOLAR","MAÑANA,COMPLETA",,"-3","1",,"geniosdelfuturo1@hotmail.com"
"2,016","COL ANTONIO VIVALDI                                                                                 ","URBANA","CLL. 43 SUR NO.14-32","7608950 / 7141049 / 7908950                       ","PATRICIA MEJIA","CENTRO EDUCATIVO",,"PREESCOLAR,BÁSICA PRIMARIA","COMPLETA",,"-2,-1,0,1,2,3,4,5","1",,"mpmejia@007mundo.com                              "
"2,016","COL TRIANGULO PALOQUEMAO                                                                            ","URBANA","KR 29 13 10 PI 2 3 Y 4","3600202","SANDRA ELIZABETH MARTINEZ","CENTRO EDUCATIVO",,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,NOCTURNA,FIN DE SEMANA","ACADÉMICA","22,23,24,25,26","1",,"triangulopalo@hotmail.com -- edgarnovo@hotmail.com"
"2,016","JARD INF SANTA MARTHA","URBANA","CL 55 A SUR 104 D 14","5972972","MARIA PATRICIA BONELL VARGAS","CENTRO EDUCATIVO",,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,COMPLETA,TARDE",,"-2,-1,3,4,6","1",,
"2,016","CENT PANAMERICANO DE CAPACITACION SEDE CHAPINERO","URBANA","CL 62 13 A 09","2499590 -- 2499793 -- 6814241 -- 6863928 -- 366041","FERNANDO ANTONIO VENEGAS MACIAS","CENTRO EDUCATIVO",,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,FIN DE SEMANA","ACADÉMICA","21,22,23,24,25,26","1",,"ferve2000@hotmail.com -- cpchapinero@hotmail.com -- centropanamericano09@yahoo.com"
"2,016","COLEGIO SAN RAFAEL (IED)","URBANA","CL 42 B SUR 78 I 05","4523281 -- 4523267 -- 4524612 -- 2734729","DORIS CARO CARO","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE","ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","2",,"escdisanrafael8@redp.edu.co"
"2,016","COL PARROQ DE NSTRA SEÑORA                                                                          ","URBANA","CL 31 B 23 60 SUR","2091720","PBRO JORGE HUMBERTO ACEVEDO QUINTERO","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA","ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","1",,"colparroquialnuestrasra@yahoo.es -- yolis1210@yahoo.es"
"2,016","LIC INF LE FOUNTAIN                                                                                 ","URBANA","CL 48 D SUR 9 33","7697594","GLADYS REY","CENTRO EDUCATIVO",,"PREESCOLAR,BÁSICA PRIMARIA","MAÑANA,ÚNICA",,"-2,-1,0,1,2,3,4,5","1",,"liceo.lefountain@hotmail.com"
"2,016","COLEGIO ALFREDO IRIARTE (IED)","URBANA","KR 5 J 48 J 01 SUR","7697178","CARLOS EDGAR NIÑO JARAMILLO","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,ÚNICA,TARDE","ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","4",,"cedchircales18@redp.edu.co"
"2,016","COLEGIO ENRIQUE OLAYA HERRERA (IED)","URBANA","KR 10 31 29 SUR","3614147 -- 3614146","EDGAR RIVEROS LEAL","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,COMPLETA,ÚNICA,TARDE","ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","2",,"cedenriqueolayahe18@redp.edu.co -- colenriqueolaya@gmail.com  --  riverosdaya@gmail.com"
"2,016","EL FARO PREESCOLAR","URBANA","KR 7 B 138 05","2582755","ORLANDO MATIZ VILLAMIL","CENTRO EDUCATIVO",,"PREESCOLAR","COMPLETA",,"-3","1",,"lighthousekinder@gmail.com"
"2,016","CENT CIAL DE EDUC MEDIA MARGARITA BOSCO                                                             ","URBANA","AC 63 73 A 44","7431279","SOR MARIA EUGENIA RODRIGUEZ RODRIGUEZ","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA","COMERCIAL,ACADÉMICA","0,1,2,3,4,5,6,7,8,9,10,11","1",,"margaritabosco@hotmail.com  secretaria@colegiomargaritab.com                       "
"2,016","COL DE NSTRA SRA DE CHIQUINQUIRA FEMENINO                                                           ","URBANA","CL 63 15 70","2499992 -- 2496521","GLADYS GARCIA DE RICO","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA","ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","1",,"colchiquinquira@hotmail.com"
"2,016","GIMN REAL AMERICANO ","URBANA","CL 62 A SUR 91 A 54","4029148  --  4029356","PEDRO SALAZAR NIETO","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA","ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","1",,"gra1250@gmail.com"
"2,016","COL DIEGO ANDRES                                                                                    ","URBANA","KR 21 62 58 SUR","7158810","ANA CECILIA QUINTERO","INSTITUCION EDUCATIVA",,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA",,"-1,0,1,2,3,4,5,6,7,8,9","1",,"colegiodiegoandres@hotmail.com   colegiodiegoandres@gmail.com                   "
"2,016","JARD INF CASITA DE CHOCOLATE                                                                        ","URBANA","DG. 53 NO.45-31","2210493","LILIA MEJIA DE MEJIA","CENTRO EDUCATIVO",,"PREESCOLAR","COMPLETA",,"-3","1",,
"2,016","GIMNASIO MODERNO DEL PRADO","URBANA","KR 88 38 A 18 SUR","4944936","MADELBA SEGURA BARRERA","CENTRO EDUCATIVO",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA",,"-2,-1,0,1,2,3,4,5,6,7,8,10,14,15,18,99","1",,"gimnasiodelprado@gmail.com"
"2,016","JARD INF CON 5 ENTIDOS                                                                              ","URBANA","CL 40 79 10","2636705","ANA ISABEL CASTRO PATIO","CENTRO EDUCATIVO",,"PREESCOLAR","MAÑANA,COMPLETA",,"-3","1",,"con5entidos@hotmail.com                           "
"2,016","COLEGIO JAIRO ANIBAL NIÑO IED","URBANA","KR 87 H BIS 39 A 23 SUR","2658459 -- 4527019","JUAN CARLOS PAEZ SEGURA","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE","ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10","1",,"cedpatiobonito8@yahoo.com -- clerudy7@yahoo.es"
"2,016","JARD INF BUENAVISTA","URBANA","CL 78 SUR 17 F 80","7913956 - 7914022","EVELYN CAQRRIONI DENYER","CENTRO EDUCATIVO",,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA,TARDE",,"-2,-1,3,6","1",,
"2,016","GIMN LATINOAMERICANO                                                                                ","URBANA","CL 67 A SUR 20 F 01","7179565 / 7318921                                 ","ROSALBA BLANCO PEREZ","CENTRO EDUCATIVO",,"PREESCOLAR,BÁSICA PRIMARIA","COMPLETA",,"-1,0,1,2,3,4,5","1",," latinrous@latinmail.com    latinrous@gmail.com"
"2,016","GIMN LOS PIRINEOS                                                                                   ","URBANA","KR 103 D 84 29","2293390 / 2282508                                 ","WILSON SILVA","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA","ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","1",,"gimnasiolospirineos@hotmail.com                   "
"2,016","GIMNASIO OBREGON                                                                                 ","URBANA","CL 62 BIS SUR 67 19","2385969 -- 7283773 -- 8058390 -- 2307326","LUIS ORLANDO GAMBOA PEREIRA","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA","ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","1",,"gimnasioobregon@yahoo.es -- gimnasiobregon@gmail.com"
"2,016","GIMNASIO INFANTIL MODERNO LA ALEGRIA DE APRENDER","URBANA","KR 119 63 A 23",,"YANNY MARITZA BARRERA DIAZ","CENTRO EDUCATIVO",,"PREESCOLAR","COMPLETA",,"-3","1",,
"2,016","COL ROMELIA GOMEZ GOMEZ                                                                             ","URBANA","CL 50 SUR 5 71","3632114 / 3677778                                 ","MARIA ELPIDIA PARDO CARRILLO","CENTRO EDUCATIVO",,"PREESCOLAR,BÁSICA PRIMARIA","MAÑANA",,"-2,-1,0,1,2,3,4,5","1",,
"2,016","COL CASA ACAD CULTURAL","URBANA","KR 18 35 50","2853506 -- 3384459 -- 7008186","ALIX MARIA CORZO PRADA","INSTITUCION EDUCATIVA",,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,COMPLETA,ÚNICA,NOCTURNA","ACADÉMICA","1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26","1",,"rinausa2@hotmail.com"
"2,016","GIMN BOLIVAR II                                                                                     ","URBANA","KR 17 D 65 80 SUR","2518278","JESUS ALVARO REINA GAVIRIA","CENTRO EDUCATIVO",,"MEDIA,BÁSICA SECUNDARIA","FIN DE SEMANA","ACADÉMICA","23,24,25,26","1",," rafaelcogolloa@yahoo.es   jareinagaviria@misena.edu.co"
"2,016","INST AMERICANO DEL NORTE                                                                            ","URBANA","KR 8 C 182 41","6723393 -- 8004677","JENNY HERNANDEZ HERRERA","CENTRO EDUCATIVO",,"PREESCOLAR,BÁSICA PRIMARIA","COMPLETA",,"-2,-1,0,1,2,3,4,5","1",,"iante85@yahoo.es"
"2,016","JARD INF EL MAGICO MUNDO DE LOS NIÑOS                                                               ","URBANA","KR 59 4 D 35","2602034","MARTHA LIBIA MAHECHA RODRIGUEZ","CENTRO EDUCATIVO",,"PREESCOLAR","MAÑANA",,"-3","1",,"marthamahecha14@hotmail.com"
"2,016","JARD INF POMPIN Y TATARIN                                                                           ","URBANA","CL 8 69 F 22","2608963 -- 2629455","GLORIA ESPERANZA CEPEDA GÓMEZ","CENTRO EDUCATIVO",,"PREESCOLAR","COMPLETA",,"-3","1",,"pompinytatarin@hotmail.com"
"2,016","INST MILIT AQUILEO PARRA                                                                            ","URBANA","KR 70 173 A 50","6716606 -- 6008526","LUZ MARINA RINCON PARRA","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA","ACADÉMICA","-1,0,1,2,3,4,5,6,7,8,9,10,11","1",,"imap@cable.net.co"
"2,016","CENT EDUC DIST CALASANZ (BUENAVISTA)","URBANA","KR 17 F 77 75 SUR","7920388 7920390/93","PAULA MARCELA VASQUEZ OVALLE","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA,ÚNICA","ACADÉMICA","0,1,2,3,4,5,6,7,8,9,10,11","1",,"cedcalasanz@yahoo.es"
"2,016","INST CULT RAFAEL MAYA                                                                               ","URBANA","CL 134 A 147 C 07","6885098 -- 5371230 -- 5363346","TERESA MUÑOZ BARRUETO","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA","ACADÉMICA","-1,0,1,2,3,4,5,6,7,8,9,10,11","1",,"colegiorafaelmaya@hotmail.com"
"2,016","JARD INF LA CASITA DEL BOSQUE DE SUBA                                                               ","URBANA","KR 95 A 138 58 AG 2","6828945 -- 6628945","BRIGITTE MAYERLY MARTINEZ VEGA","CENTRO EDUCATIVO",,"PREESCOLAR","COMPLETA",,"-3","1",,"brigittemayerly72@hotmail.com"
"2,016","COLEGIO AQUILEO PARRA (IED)","URBANA","KR 18 A 187 67","6704916 -- 6745973","CARLOS EDUARDO GALAN CASTRO","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,NOCTURNA,TARDE","ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26","2",,"insdiaquileoparrav1@redp.edu.co"
"2,016","COLEGIO MARRUECOS Y MOLINOS (IED)","URBANA","CL 49 D BIS SUR 5 X 02","7609287","LUIS EDUARDO HURTADO LOPEZ","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,NOCTURNA,TARDE","ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26","3",,"cedmarruecosymoli18@redp.edu.co -- colmarruecosymolinos@gmail.com"
"2,016","COL MI SEGUNDO HOGAR                                                                                ","URBANA","CL 37 D SUR 72 H 59","2644430 -- 4501455 -- 2216093 -- 3105508283","ELIZABETH MUÑOZ PEÑUELA","CENTRO EDUCATIVO",,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA",,"-1,0,1,2,3,4,5,6","1",,"colegiomi2hogar@hotmail.com"
"2,016","CENT EDUC DE ADULTOS ASED SEDE 20 DE JULIO                                                          ","URBANA","KR 5 A 27 38 SUR","2392918 -- 3664464 -- 2553430","ERICK ISRAEL ARIZA RONCANCIO","CENTRO EDUCATIVO",,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","NOCTURNA,FIN DE SEMANA",,"22,23,24,25,26","1",,
"2,016","JARD INF LOS AMIGOS DEL BOSQUE                                                                      ","URBANA","CL 97 45 16","2530184","DIANA PATRICIA ARDILA CASTELLANOS","CENTRO EDUCATIVO",,"PREESCOLAR","MAÑANA,COMPLETA",,"-3","1",,
"2,016","PREESC TRIANGULO MAGICO DE LOS NIÑOS                                                                ","URBANA","CL 23 74 B 34","4108694 -- 5488770","BEATRIZ ALVAREZ MARIN","CENTRO EDUCATIVO",,"PREESCOLAR","COMPLETA",,"-3","1",,"triangulomagico@hotmail.com"
"2,016","COL REMBRANDT","URBANA","KR 123 61 43","4337199 / 4336309                                 ","RAMÓN VILLLAMIZAR VILLAMIZAR","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,COMPLETA,FIN DE SEMANA","ACADÉMICA","-1,0,1,2,3,4,5,6,7,8,9,10,11,23,24,25,26","1",,"colegiorembrand@yahoo.com                         "
"2,016","COL FE Y ALEGRIA DANUBIO AZUL                                                                       ","URBANA","KR 2 ESTE 55 09 SUR","5691629 -- 5691627","HNA MARIA ELISA PARDO SUAREZ","INSTITUCION EDUCATIVA",,"MEDIA,BÁSICA SECUNDARIA","COMPLETA","ACADÉMICA","6,7,8,9,10,11","1",,"danubio@feyalegria.org.co"
"2,016","COL COOP VENECIA                                                                                    ","URBANA","DG 47 A SUR 53 A 95","2305441 -- 2301155 -- 5635412","JANNETH PATRICIA MALDONADO ROJAS","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA","ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","1",,"rectoria@cocove.edu.co -- secretaria@cocove.edu.co -- coordinación@hotmail.com"
"2,016","COLEGIO MILITAR ANTONIA SANTOS","URBANA","CL 42 F SUR 79 50","4031063 -- 2730923","JORGE ALBERTO BERNAL BONILLA","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA","ACADÉMICA","0,1,2,3,4,5,6,7,8,9,10,11","1",,"colegiomilitarantoniasantosbta@yahoo.es"
"2,016","COLEGIO SAN BENITO ABAD (IED)","URBANA","CL 58 SUR 19 B 67","2793585 / 7694819","JORGE ENRIQUE CARVAJAL BRITO","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE","ACADÉMICA","-1,0,1,2,3,4,5,6,7,8,9,10,11","2",,"ceddianaturbay6@redp.edu.co"
"2,016","COL GRAN BRETAÑA                                                                                    ","URBANA","KR 51 215 20","6760426 -- 6761847 -- 6760391","NYDIA CECILIA MAYORGA PADILLA","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA","ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","1",,"cgb@cgb.edu.co"
"2,016","COLEGIO ESPAÑA (IED)","URBANA","CL 18 35 25","2772105 / 3705954","GERMAN HERNANDO RODRIGUEZ VEGA","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,TARDE","ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,99","2",,"cedespana16@redp.edu.co"
"2,016","INSTITUTO GERWILL","URBANA","IND AV SUBA CL 139 # 96 - 86","4805676","WILMAR YESID FLOREZ SANCHEZ","CENTRO EDUCATIVO",,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,NOCTURNA,TARDE,FIN DE SEMANA","ACADÉMICA","21,22,23,24,25,26","1",,"dianamallerlym@hotmail.com"
"2,016","COLEGIO MANUEL ELKIN PATARROYO (IED)","URBANA","CL 32 A 3 C 37","3383933","JANETH AMELIA MOLINA GAITAN","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,ÚNICA,TARDE","ACADÉMICA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11","1",,"cedmanuelelkinpat3@redp.edu.co"
"2,016","GIMN CULTURAL MODERNO                                                                               ","URBANA","CLL. 59A SUR NO.74H-64","7785715 / 7794988                                 ","EDNA VARGAS CLAVIJO","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA",,"-1,0,1,2,3,4,5,6,7,8,9,10,11,14,15,16,17","1",,"culturalmoderno@hotmail.com                       "
"2,016","LIC JUAN VERDEJO                                                                                    ","URBANA","CL 77 A SUR 0 44","7601543","GRACIELA NIÑO DE LOPEZ","CENTRO EDUCATIVO",,"PREESCOLAR,BÁSICA PRIMARIA","COMPLETA",,"-1,0,1,2,3,4,5","1",,"liceovdj@hotmail.com"
"2,016","COL DEL SANTISIMO SACRAMENTO                                                                        ","URBANA","CL 2 B 53 41","4201747","HNA. ELIZABETH CASTILLO ORTIZ","INSTITUCION EDUCATIVA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","COMPLETA","ACADÉMICA","-1,0,1,2,3,4,5,6,7,8,9,10,11","1",,"colsantisimo@hotmail.com"
